,,,,,,from days,from death,,,,,,,
9,2,0,5,213,1250884,4,9067,,,,,,,
4,1,0,18,213,1250885,4,9068,,,,,,,
8,2,0,23,213,1250886,4,9069,,,,,,,
8,2,1,1,213,1250886,4,9069,,,,,,,
3,1,1,8,213,1250887,4,9070,,,,,,,
6,2,2,16,213,1250887,4,9070,,,,,,,
8,2,0,17,213,1250890,4,9073,,,,,,,
4,1,0,13,213,1250892,4,9075,,,,,,,
9,2,0,3,213,1250896,4,9079,,,,,,,
6,2,1,20,213,1250897,4,9080,,,,,,,
1,0,2,19,214,1250898,5,9081,,,,,,,
6,2,1,24,213,1250899,4,9082,,,,,,,
9,2,0,4,213,1250899,4,9082,,,,,,,
4,1,0,24,213,1250901,4,9084,,,,,,,
8,2,0,21,213,1250901,4,9084,,,,,,,
1,0,2,17,214,1250902,5,9085,,,,,,,
6,2,1,23,213,1250905,4,9088,,,,,,,
5,1,2,0,213,1250907,4,9090,,,,,,,
7,2,1,4,214,1250907,5,9090,,,,,,,
4,1,0,17,213,1250908,4,9091,,,,,,,
4,1,0,10,213,1250909,4,9092,,,,,,,
7,2,2,5,213,1250909,4,9092,,,,,,,
8,2,0,19,213,1250909,4,9092,,,,,,,
8,2,0,20,213,1250909,4,9092,,,,,,,
6,2,2,17,213,1250911,4,9094,,,,,,,
6,2,1,16,213,1250915,4,9098,,,,,,,
1,0,2,23,214,1250917,5,9100,,,,,,,
1,0,2,22,214,1250920,5,9103,,,,,,,
3,1,1,16,213,1250921,4,9104,,,,,,,
8,2,2,1,213,1250921,4,9104,,,,,,,
9,2,0,9,213,1250921,4,9104,,,,,,,
4,1,0,20,213,1250927,4,9110,,,,,,,
6,2,1,22,213,1250931,4,9114,,,,,,,
6,2,2,9,213,1250931,4,9114,,,,,,,
6,2,1,17,213,1250936,4,9119,,,,,,,
3,1,2,22,214,1250948,5,9131,,,,,,,
4,1,0,4,213,1250950,4,9133,,,,,,,
8,2,0,8,213,1250950,4,9133,,,,,,,
1,0,2,9,214,1250952,5,9135,,,,,,,
10,2,0,1,213,1250952,4,9135,,,,,,,
6,2,2,13,213,1250955,4,9138,,,,,,,
8,2,0,13,213,1250955,4,9138,,,,,,,
6,2,1,12,214,1250956,5,9139,,,,,,,
7,2,2,4,214,1250957,5,9140,,,,,,,
8,2,0,7,213,1250958,4,9141,,,,,,,
1,0,2,20,214,1250964,5,9147,,,,,,,
3,1,2,16,213,1250964,4,9147,,,,,,,
4,1,2,3,213,1250964,4,9147,,,,,,,
6,2,2,11,213,1250964,4,9147,,,,,,,
11,2,0,0,213,1250964,4,9147,,,,,,,
3,1,2,24,214,1250965,5,9148,,,,,,,
8,2,0,15,213,1250966,4,9149,,,,,,,
4,1,0,6,213,1250969,4,9152,,,,,,,
8,2,0,12,213,1250969,4,9152,,,,,,,
7,2,0,16,213,1250975,4,9158,,,,,,,
3,1,1,6,213,1250978,4,9161,,,,,,,
6,2,2,12,213,1250978,4,9161,,,,,,,
8,2,1,0,213,1250978,4,9161,,,,,,,
8,2,0,9,213,1250979,4,9162,,,,,,,
6,2,1,15,213,1250982,4,9165,,,,,,,
7,2,1,3,214,1250987,5,9170,,,,,,,
3,1,2,21,214,1250989,5,9172,,,,,,,
4,1,0,3,213,1250989,4,9172,,,,,,,
8,2,0,6,213,1250989,4,9172,,,,,,,
3,1,1,5,214,1250990,5,9173,,,,,,,
6,2,2,10,214,1250990,5,9173,,,,,,,
1,0,2,24,214,1250991,5,9174,,,,,,,
4,1,0,5,213,1250991,4,9174,,,,,,,
8,2,0,10,213,1250991,4,9174,,,,,,,
6,2,2,15,213,1250993,4,9176,,,,,,,
1,0,2,18,214,1250994,5,9177,,,,,,,
7,2,0,22,213,1250994,4,9177,,,,,,,
1,0,2,15,214,1250999,5,9182,,,,,,,
8,2,0,11,213,1251002,4,9185,,,,,,,
8,2,0,5,213,1251008,4,9191,,,,,,,
6,2,1,19,213,1251010,4,9193,,,,,,,
6,2,1,13,213,1251016,4,9199,,,,,,,
7,2,0,23,213,1251018,4,9201,,,,,,,
7,2,0,18,213,1251021,4,9204,,,,,,,
4,1,0,9,213,1251022,4,9205,,,,,,,
8,2,0,18,213,1251022,4,9205,,,,,,,
1,0,2,7,214,1251027,5,9210,,,,,,,
9,2,0,2,213,1251030,4,9213,,,,,,,
4,1,1,0,213,1251031,4,9214,,,,,,,
8,2,2,0,213,1251031,4,9214,,,,,,,
3,1,1,7,214,1251033,5,9216,,,,,,,
3,1,2,13,213,1251033,4,9216,,,,,,,
6,2,2,14,214,1251033,5,9216,,,,,,,
6,2,1,8,213,1251035,4,9218,,,,,,,
3,1,1,4,213,1251039,4,9222,,,,,,,
6,2,2,8,213,1251039,4,9222,,,,,,,
3,1,2,18,213,1251041,4,9224,,,,,,,
1,0,2,21,214,1251046,5,9229,,,,,,,
1,0,2,11,214,1251050,5,9233,,,,,,,
7,2,1,2,214,1251051,5,9234,,,,,,,
3,1,2,15,213,1251052,4,9235,,,,,,,
6,2,1,10,213,1251055,4,9238,,,,,,,
7,2,0,15,213,1251057,4,9240,,,,,,,
1,0,2,16,214,1251059,5,9242,,,,,,,
7,2,2,3,213,1251063,4,9246,,,,,,,
4,1,0,2,213,1251065,4,9248,,,,,,,
8,2,0,4,213,1251065,4,9248,,,,,,,
9,2,0,1,213,1251070,4,9253,,,,,,,
1,0,1,0,214,1251078,5,9261,,,,,,,
2,0,2,0,214,1251078,5,9261,,,,,,,
3,1,2,20,214,1251080,5,9263,,,,,,,
6,2,1,7,214,1251080,5,9263,,,,,,,
6,2,1,9,214,1251082,5,9265,,,,,,,
6,2,1,6,214,1251084,5,9267,,,,,,,
7,2,0,21,213,1251086,4,9269,,,,,,,
6,2,2,7,213,1251088,4,9271,,,,,,,
4,1,2,2,213,1251089,4,9272,,,,,,,
5,1,0,0,213,1251094,4,9277,,,,,,,
10,2,0,0,213,1251094,4,9277,,,,,,,
1,0,2,12,214,1251095,5,9278,,,,,,,
3,1,2,14,213,1251099,4,9282,,,,,,,
3,1,2,19,214,1251100,5,9283,,,,,,,
6,2,2,5,213,1251101,4,9284,,,,,,,
3,1,2,23,213,1251106,4,9289,,,,,,,
7,2,1,1,213,1251106,4,9289,,,,,,,
1,0,2,10,214,1251108,5,9291,,,,,,,
5,2,2,19,213,1251113,4,9296,,,,,,,
6,2,1,11,213,1251120,4,9303,,,,,,,
3,1,2,11,213,1251122,4,9305,,,,,,,
8,2,0,3,213,1251122,4,9305,,,,,,,
3,1,2,17,214,1251124,5,9307,,,,,,,
7,2,0,8,213,1251127,4,9310,,,,,,,
3,1,2,8,214,1251132,5,9315,,,,,,,
7,2,2,2,214,1251132,5,9315,,,,,,,
7,2,0,17,213,1251134,4,9317,,,,,,,
3,1,1,3,213,1251144,4,9327,,,,,,,
6,2,1,5,214,1251144,5,9327,,,,,,,
6,2,2,6,213,1251144,4,9327,,,,,,,
5,2,1,20,213,1251146,4,9329,,,,,,,
3,1,2,6,213,1251149,4,9332,,,,,,,
7,2,0,9,213,1251149,4,9332,,,,,,,
7,2,0,24,213,1251149,4,9332,,,,,,,
7,2,0,19,213,1251150,4,9333,,,,,,,
3,1,2,12,213,1251157,4,9340,,,,,,,
7,2,0,7,213,1251157,4,9340,,,,,,,
7,2,0,14,213,1251163,4,9346,,,,,,,
7,2,0,12,213,1251177,4,9360,,,,,,,
4,1,0,1,213,1251180,4,9363,,,,,,,
8,2,0,2,213,1251180,4,9363,,,,,,,
7,2,0,10,213,1251187,4,9370,,,,,,,
7,2,0,13,213,1251187,4,9370,,,,,,,
5,2,1,23,213,1251189,4,9372,,,,,,,
7,2,0,20,213,1251190,4,9373,,,,,,,
3,1,0,14,213,1251195,4,9378,,,,,,,
6,2,1,4,214,1251198,5,9381,,,,,,,
7,2,0,6,213,1251199,4,9382,,,,,,,
3,1,2,10,213,1251201,4,9384,,,,,,,
7,2,2,1,214,1251202,5,9385,,,,,,,
7,2,0,4,213,1251203,4,9386,,,,,,,
7,2,0,5,213,1251205,4,9388,,,,,,,
5,2,2,14,213,1251210,4,9393,,,,,,,
3,1,2,7,213,1251211,4,9394,,,,,,,
1,0,2,6,214,1251215,5,9398,,,,,,,
3,1,0,13,213,1251215,4,9398,,,,,,,
7,2,0,11,213,1251216,4,9399,,,,,,,
6,2,0,21,213,1251217,4,9400,,,,,,,
5,2,1,22,213,1251219,4,9402,,,,,,,
7,2,0,3,213,1251220,4,9403,,,,,,,
4,1,2,1,213,1251221,4,9404,,,,,,,
5,2,2,16,214,1251223,5,9406,,,,,,,
6,2,0,23,213,1251228,4,9411,,,,,,,
5,2,2,22,213,1251229,4,9412,,,,,,,
3,1,2,5,213,1251235,4,9418,,,,,,,
6,2,1,3,214,1251235,5,9418,,,,,,,
3,1,0,12,213,1251239,4,9422,,,,,,,
6,2,0,24,213,1251239,4,9422,,,,,,,
9,2,0,0,213,1251242,4,9425,,,,,,,
3,1,0,20,213,1251245,4,9428,,,,,,,
3,1,1,2,214,1251249,5,9432,,,,,,,
5,2,2,20,213,1251249,4,9432,,,,,,,
6,2,0,19,213,1251249,4,9432,,,,,,,
6,2,2,4,214,1251249,5,9432,,,,,,,
3,1,2,9,213,1251251,4,9434,,,,,,,
5,2,2,11,213,1251251,4,9434,,,,,,,
5,2,2,17,214,1251251,5,9434,,,,,,,
5,2,2,23,213,1251252,4,9435,,,,,,,
7,2,1,0,213,1251253,4,9436,,,,,,,
5,2,1,24,213,1251254,4,9437,,,,,,,
3,1,0,6,213,1251256,4,9439,,,,,,,
6,2,0,12,213,1251256,4,9439,,,,,,,
1,0,2,8,214,1251257,5,9440,,,,,,,
5,2,1,14,213,1251267,4,9450,,,,,,,
5,2,1,21,213,1251267,4,9450,,,,,,,
3,1,0,22,213,1251271,4,9454,,,,,,,
5,2,1,16,213,1251273,4,9456,,,,,,,
5,2,1,18,213,1251276,4,9459,,,,,,,
5,2,2,13,213,1251276,4,9459,,,,,,,
5,2,2,24,214,1251277,5,9460,,,,,,,
8,2,0,1,213,1251277,4,9460,,,,,,,
3,1,0,24,213,1251278,4,9461,,,,,,,
5,2,1,19,213,1251278,4,9461,,,,,,,
5,2,1,13,213,1251280,4,9463,,,,,,,
3,1,0,19,213,1251281,4,9464,,,,,,,
1,0,2,5,214,1251283,5,9466,,,,,,,
3,1,0,15,213,1251290,4,9473,,,,,,,
5,2,1,17,213,1251302,4,9485,,,,,,,
3,1,0,16,213,1251305,4,9488,,,,,,,
5,2,1,10,213,1251310,4,9493,,,,,,,
3,1,0,23,213,1251311,4,9494,,,,,,,
6,2,0,17,213,1251311,4,9494,,,,,,,
1,0,2,4,214,1251317,5,9500,,,,,,,
7,2,2,0,214,1251317,5,9500,,,,,,,
3,1,2,4,213,1251318,4,9501,,,,,,,
5,2,2,6,214,1251320,5,9503,,,,,,,
6,2,1,2,214,1251321,5,9504,,,,,,,
5,2,1,7,213,1251326,4,9509,,,,,,,
5,2,1,6,213,1251328,4,9511,,,,,,,
3,1,0,18,213,1251330,4,9513,,,,,,,
7,2,0,2,213,1251332,4,9515,,,,,,,
5,2,1,8,213,1251345,4,9528,,,,,,,
5,2,1,9,213,1251348,4,9531,,,,,,,
5,2,2,21,213,1251352,4,9535,,,,,,,
6,2,0,11,213,1251353,4,9536,,,,,,,
5,2,2,18,213,1251357,4,9540,,,,,,,
6,2,2,3,214,1251362,5,9545,,,,,,,
3,1,0,17,213,1251363,4,9546,,,,,,,
3,1,0,5,213,1251367,4,9550,,,,,,,
6,2,0,10,213,1251367,4,9550,,,,,,,
3,1,0,10,213,1251371,4,9554,,,,,,,
5,2,2,12,214,1251371,5,9554,,,,,,,
6,2,0,20,213,1251371,4,9554,,,,,,,
5,2,1,5,214,1251376,5,9559,,,,,,,
3,1,0,11,213,1251386,4,9569,,,,,,,
6,2,0,22,213,1251386,4,9569,,,,,,,
5,2,1,12,213,1251389,4,9572,,,,,,,
3,1,0,4,213,1251390,4,9573,,,,,,,
6,2,0,8,213,1251390,4,9573,,,,,,,
6,2,0,15,213,1251390,4,9573,,,,,,,
4,1,0,0,213,1251401,4,9584,,,,,,,
8,2,0,0,213,1251401,4,9584,,,,,,,
3,1,0,8,213,1251403,4,9586,,,,,,,
6,2,0,16,213,1251403,4,9586,,,,,,,
5,2,1,11,213,1251405,4,9588,,,,,,,
4,1,2,0,212,1251409,3,9592,,,,,,,
5,2,2,7,213,1251410,4,9593,,,,,,,
5,2,1,15,213,1251414,4,9597,,,,,,,
5,2,2,8,214,1251414,5,9597,,,,,,,
5,2,2,9,213,1251418,4,9601,,,,,,,
3,1,0,21,213,1251419,4,9602,,,,,,,
3,1,0,7,213,1251423,4,9606,,,,,,,
6,2,0,14,213,1251423,4,9606,,,,,,,
3,1,1,1,214,1251425,5,9608,,,,,,,
6,2,2,2,214,1251425,5,9608,,,,,,,
3,1,0,2,213,1251429,4,9612,,,,,,,
6,2,0,4,213,1251429,4,9612,,,,,,,
6,2,0,13,213,1251430,4,9613,,,,,,,
5,2,2,15,214,1251434,5,9617,,,,,,,
6,2,1,1,214,1251434,5,9617,,,,,,,
3,1,2,3,213,1251446,4,9629,,,,,,,
6,2,0,7,213,1251446,4,9629,,,,,,,
6,2,0,9,213,1251452,4,9635,,,,,,,
5,2,2,10,214,1251460,5,9643,,,,,,,
7,2,0,1,213,1251463,4,9646,,,,,,,
3,1,0,9,213,1251464,4,9647,,,,,,,
6,2,0,18,213,1251464,4,9647,,,,,,,
5,2,1,4,214,1251473,5,9656,,,,,,,
3,1,0,3,213,1251474,4,9657,,,,,,,
6,2,0,6,213,1251474,4,9657,,,,,,,
2,1,1,15,213,1251476,4,9659,,,,,,,
2,1,1,19,213,1251490,4,9673,,,,,,,
6,2,0,5,213,1251497,4,9680,,,,,,,
2,1,1,21,213,1251501,4,9684,,,,,,,
5,2,2,5,213,1251510,4,9693,,,,,,,
5,2,0,17,213,1251516,4,9699,,,,,,,
5,2,0,24,213,1251517,4,9700,,,,,,,
6,2,0,3,213,1251522,4,9705,,,,,,,
5,2,0,20,213,1251529,4,9712,,,,,,,
5,2,0,19,213,1251533,4,9716,,,,,,,
6,2,2,1,214,1251539,5,9722,,,,,,,
2,1,1,22,214,1251543,5,9726,,,,,,,
1,0,2,3,214,1251554,5,9737,,,,,,,
5,2,2,4,214,1251560,5,9743,,,,,,,
6,2,1,0,214,1251569,5,9752,,,,,,,
5,2,1,3,214,1251586,5,9769,,,,,,,
5,2,0,22,213,1251587,4,9770,,,,,,,
4,2,1,20,213,1251592,4,9775,,,,,,,
5,2,0,11,213,1251596,4,9779,,,,,,,
7,2,0,0,213,1251596,4,9779,,,,,,,
3,1,0,1,213,1251597,4,9780,,,,,,,
6,2,0,2,213,1251597,4,9780,,,,,,,
2,1,1,14,213,1251602,4,9785,,,,,,,
1,0,2,2,214,1251609,5,9792,,,,,,,
2,1,1,24,213,1251614,4,9797,,,,,,,
4,2,2,19,214,1251615,5,9798,,,,,,,
4,2,2,23,213,1251618,4,9801,,,,,,,
5,2,0,21,213,1251622,4,9805,,,,,,,
2,1,1,9,213,1251625,4,9808,,,,,,,
4,2,2,18,213,1251625,4,9808,,,,,,,
5,2,0,15,213,1251631,4,9814,,,,,,,
5,2,0,8,213,1251633,4,9816,,,,,,,
4,2,2,21,214,1251637,5,9820,,,,,,,
4,2,1,12,213,1251640,4,9823,,,,,,,
4,2,1,24,213,1251640,4,9823,,,,,,,
5,2,0,23,213,1251648,4,9831,,,,,,,
2,1,1,20,213,1251654,4,9837,,,,,,,
5,2,0,14,213,1251657,4,9840,,,,,,,
2,1,1,17,213,1251660,4,9843,,,,,,,
5,2,0,6,213,1251662,4,9845,,,,,,,
2,1,1,8,214,1251664,5,9847,,,,,,,
4,2,2,16,214,1251664,5,9847,,,,,,,
5,2,0,13,213,1251666,4,9849,,,,,,,
2,1,1,11,213,1251668,4,9851,,,,,,,
4,2,2,22,213,1251668,4,9851,,,,,,,
3,1,1,0,214,1251671,5,9854,,,,,,,
6,2,2,0,214,1251671,5,9854,,,,,,,
2,1,1,10,214,1251676,5,9859,,,,,,,
4,2,2,20,214,1251676,5,9859,,,,,,,
2,1,1,6,213,1251679,4,9862,,,,,,,
4,2,2,12,213,1251679,4,9862,,,,,,,
5,2,0,18,213,1251679,4,9862,,,,,,,
5,2,0,16,213,1251681,4,9864,,,,,,,
4,2,1,21,213,1251682,4,9865,,,,,,,
2,1,1,16,213,1251689,4,9872,,,,,,,
4,2,1,22,213,1251690,4,9873,,,,,,,
2,1,1,18,214,1251691,5,9874,,,,,,,
2,1,1,5,213,1251694,4,9877,,,,,,,
4,2,2,10,213,1251694,4,9877,,,,,,,
5,2,0,12,213,1251696,4,9879,,,,,,,
5,2,1,2,214,1251697,5,9880,,,,,,,
4,2,2,17,213,1251698,4,9881,,,,,,,
5,2,2,3,214,1251701,5,9884,,,,,,,
4,2,1,17,212,1251704,3,9887,,,,,,,
4,2,1,15,213,1251705,4,9888,,,,,,,
6,2,0,1,213,1251705,4,9888,,,,,,,
2,1,2,17,213,1251712,4,9895,,,,,,,
2,1,1,12,213,1251714,4,9897,,,,,,,
4,2,2,24,213,1251714,4,9897,,,,,,,
2,1,2,24,213,1251717,4,9900,,,,,,,
4,2,1,9,213,1251718,4,9901,,,,,,,
2,1,1,13,214,1251722,5,9905,,,,,,,
3,1,2,2,213,1251722,4,9905,,,,,,,
5,2,0,5,213,1251722,4,9905,,,,,,,
4,2,1,13,213,1251729,4,9912,,,,,,,
4,2,2,11,213,1251736,4,9919,,,,,,,
2,1,1,23,213,1251740,4,9923,,,,,,,
4,2,1,14,213,1251741,4,9924,,,,,,,
4,2,1,10,213,1251742,4,9925,,,,,,,
5,2,0,9,213,1251753,4,9936,,,,,,,
2,1,2,22,213,1251755,4,9938,,,,,,,
4,2,1,18,213,1251755,4,9938,,,,,,,
5,2,0,7,213,1251755,4,9938,,,,,,,
4,2,1,23,213,1251756,4,9939,,,,,,,
4,2,1,19,213,1251765,4,9948,,,,,,,
4,2,2,13,213,1251772,4,9955,,,,,,,
2,1,0,23,213,1251775,4,9958,,,,,,,
4,2,2,15,213,1251776,4,9959,,,,,,,
4,2,1,11,213,1251777,4,9960,,,,,,,
2,1,2,21,214,1251788,5,9971,,,,,,,
5,2,2,2,214,1251788,5,9971,,,,,,,
4,2,1,6,213,1251789,4,9972,,,,,,,
2,1,1,7,213,1251791,4,9974,,,,,,,
4,2,2,14,213,1251791,4,9974,,,,,,,
5,2,0,3,213,1251795,4,9978,,,,,,,
4,2,1,8,213,1251798,4,9981,,,,,,,
2,1,2,11,213,1251805,4,9988,,,,,,,
4,2,2,9,213,1251809,4,9992,,,,,,,
5,2,0,4,213,1251809,4,9992,,,,,,,
5,2,1,1,214,1251810,5,9993,,,,,,,
4,2,1,16,213,1251811,4,9994,,,,,,,
5,2,0,10,213,1251822,4,10005,,,,,,,
2,1,2,15,214,1251824,5,10007,,,,,,,
2,1,2,18,214,1251830,5,10013,,,,,,,
4,2,1,7,213,1251836,4,10019,,,,,,,
3,1,0,0,213,1251845,4,10028,,,,,,,
6,2,0,0,213,1251845,4,10028,,,,,,,
2,1,2,8,213,1251847,4,10030,,,,,,,
2,1,0,22,213,1251856,4,10039,,,,,,,
4,2,1,5,214,1251856,5,10039,,,,,,,
2,1,2,13,214,1251858,5,10041,,,,,,,
2,1,1,4,213,1251863,4,10046,,,,,,,
4,2,2,8,213,1251863,4,10046,,,,,,,
2,1,2,23,214,1251868,5,10051,,,,,,,
2,1,2,19,213,1251877,4,10060,,,,,,,
3,1,2,1,213,1251889,4,10072,,,,,,,
2,1,2,9,213,1251893,4,10076,,,,,,,
2,1,2,10,213,1251905,4,10088,,,,,,,
2,1,0,24,213,1251906,4,10089,,,,,,,
5,2,0,2,213,1251916,4,10099,,,,,,,
2,1,0,16,213,1251922,4,10105,,,,,,,
2,1,1,3,214,1251931,5,10114,,,,,,,
4,2,2,6,214,1251931,5,10114,,,,,,,
2,1,0,9,213,1251933,4,10116,,,,,,,
4,2,0,18,213,1251933,4,10116,,,,,,,
2,1,2,12,213,1251942,4,10125,,,,,,,
4,2,2,7,214,1251944,5,10127,,,,,,,
5,2,2,1,214,1251947,5,10130,,,,,,,
2,1,0,8,213,1251951,4,10134,,,,,,,
4,2,0,16,213,1251951,4,10134,,,,,,,
4,2,0,21,213,1251951,4,10134,,,,,,,
2,1,2,20,213,1251952,4,10135,,,,,,,
2,1,2,16,214,1251956,5,10139,,,,,,,
4,2,0,15,213,1251968,4,10151,,,,,,,
2,1,0,13,213,1251971,4,10154,,,,,,,
5,2,1,0,213,1251971,4,10154,,,,,,,
2,1,0,10,213,1251975,4,10158,,,,,,,
4,2,0,20,213,1251975,4,10158,,,,,,,
4,2,1,4,212,1251976,3,10159,,,,,,,
2,1,0,14,213,1251980,4,10163,,,,,,,
2,1,2,14,214,1252002,5,10185,,,,,,,
2,1,2,7,213,1252009,4,10192,,,,,,,
4,2,0,19,213,1252023,4,10206,,,,,,,
2,1,0,4,213,1252024,4,10207,,,,,,,
2,1,1,2,214,1252024,5,10207,,,,,,,
4,2,0,8,213,1252024,4,10207,,,,,,,
4,2,2,4,214,1252024,5,10207,,,,,,,
1,0,2,1,213,1252028,4,10211,,,,,,,
4,2,0,17,213,1252031,4,10214,,,,,,,
4,2,0,9,213,1252032,4,10215,,,,,,,
2,1,2,6,213,1252034,4,10217,,,,,,,
2,1,0,17,213,1252040,4,10223,,,,,,,
5,2,0,1,213,1252040,4,10223,,,,,,,
2,1,0,15,213,1252044,4,10227,,,,,,,
2,1,0,7,213,1252053,4,10236,,,,,,,
4,2,0,14,213,1252053,4,10236,,,,,,,
2,1,0,11,213,1252056,4,10239,,,,,,,
4,2,0,22,213,1252056,4,10239,,,,,,,
4,2,0,5,213,1252060,4,10243,,,,,,,
2,1,0,12,213,1252065,4,10248,,,,,,,
4,2,0,24,213,1252065,4,10248,,,,,,,
4,2,0,13,213,1252068,4,10251,,,,,,,
2,1,0,21,213,1252069,4,10252,,,,,,,
4,2,1,3,212,1252078,3,10261,,,,,,,
4,2,0,7,213,1252088,4,10271,,,,,,,
2,1,0,18,213,1252095,4,10278,,,,,,,
4,2,2,5,214,1252101,5,10284,,,,,,,
2,1,0,19,213,1252104,4,10287,,,,,,,
2,1,0,3,213,1252110,4,10293,,,,,,,
4,2,0,6,213,1252110,4,10293,,,,,,,
5,2,2,0,214,1252114,5,10297,,,,,,,
4,2,0,11,213,1252122,4,10305,,,,,,,
3,1,2,0,212,1252137,3,10320,,,,,,,
2,1,0,6,213,1252139,4,10322,,,,,,,
4,2,0,12,213,1252139,4,10322,,,,,,,
2,1,0,5,213,1252143,4,10326,,,,,,,
4,2,0,10,213,1252143,4,10326,,,,,,,
2,1,0,20,213,1252146,4,10329,,,,,,,
4,2,0,23,213,1252167,4,10350,,,,,,,
3,2,1,22,213,1252174,4,10357,,,,,,,
2,1,0,2,213,1252185,4,10368,,,,,,,
4,2,0,4,213,1252185,4,10368,,,,,,,
3,2,2,17,213,1252187,4,10370,,,,,,,
3,2,1,19,213,1252193,4,10376,,,,,,,
3,2,2,21,213,1252193,4,10376,,,,,,,
2,1,2,5,213,1252194,4,10377,,,,,,,
4,2,1,2,213,1252194,4,10377,,,,,,,
3,2,2,18,214,1252199,5,10382,,,,,,,
5,2,0,0,213,1252200,4,10383,,,,,,,
2,1,2,4,213,1252201,4,10384,,,,,,,
3,2,1,14,213,1252207,4,10390,,,,,,,
3,2,1,12,213,1252224,4,10407,,,,,,,
4,2,2,3,214,1252225,5,10408,,,,,,,
3,2,2,16,213,1252227,4,10410,,,,,,,
3,2,1,23,213,1252231,4,10414,,,,,,,
3,2,1,24,213,1252233,4,10416,,,,,,,
3,2,1,20,213,1252234,4,10417,,,,,,,
3,2,1,21,213,1252234,4,10417,,,,,,,
3,2,2,23,213,1252246,4,10429,,,,,,,
3,2,2,24,213,1252251,4,10434,,,,,,,
3,2,2,19,213,1252264,4,10447,,,,,,,
4,2,0,3,213,1252274,4,10457,,,,,,,
3,2,1,11,213,1252288,4,10471,,,,,,,
3,2,1,13,212,1252292,3,10475,,,,,,,
3,2,2,20,213,1252293,4,10476,,,,,,,
3,2,1,17,213,1252308,4,10491,,,,,,,
2,1,1,1,214,1252313,5,10496,,,,,,,
3,2,1,15,212,1252313,3,10496,,,,,,,
4,2,2,2,214,1252313,5,10496,,,,,,,
3,2,1,16,213,1252317,4,10500,,,,,,,
3,2,1,18,213,1252330,4,10513,,,,,,,
3,2,1,9,213,1252332,4,10515,,,,,,,
4,2,1,1,213,1252335,4,10518,,,,,,,
3,2,2,13,213,1252336,4,10519,,,,,,,
3,2,2,12,213,1252352,4,10535,,,,,,,
3,2,2,10,213,1252364,4,10547,,,,,,,
3,2,2,14,213,1252367,4,10550,,,,,,,
3,2,1,8,213,1252371,4,10554,,,,,,,
3,2,2,11,214,1252378,5,10561,,,,,,,
2,1,2,3,213,1252380,4,10563,,,,,,,
2,1,0,1,213,1252381,4,10564,,,,,,,
3,2,2,22,214,1252381,5,10564,,,,,,,
4,2,0,2,213,1252381,4,10564,,,,,,,
3,2,1,10,212,1252403,3,10586,,,,,,,
3,2,1,6,212,1252405,3,10588,,,,,,,
3,2,1,7,213,1252406,4,10589,,,,,,,
3,2,2,15,213,1252409,4,10592,,,,,,,
4,2,2,1,214,1252448,5,10631,,,,,,,
3,2,1,5,213,1252464,4,10647,,,,,,,
3,2,2,6,214,1252481,5,10664,,,,,,,
3,2,2,8,214,1252486,5,10669,,,,,,,
3,2,0,18,213,1252499,4,10682,,,,,,,
3,2,2,9,213,1252508,4,10691,,,,,,,
3,2,2,7,213,1252513,4,10696,,,,,,,
4,2,1,0,212,1252515,3,10698,,,,,,,
4,2,0,1,213,1252517,4,10700,,,,,,,
2,1,2,2,213,1252526,4,10709,,,,,,,
3,2,1,4,213,1252535,4,10718,,,,,,,
3,2,0,20,213,1252544,4,10727,,,,,,,
3,2,0,19,213,1252566,4,10749,,,,,,,
3,2,2,5,213,1252600,4,10783,,,,,,,
3,2,0,22,213,1252636,4,10819,,,,,,,
3,2,0,16,213,1252640,4,10823,,,,,,,
3,2,0,23,213,1252648,4,10831,,,,,,,
3,2,0,13,213,1252650,4,10833,,,,,,,
3,2,0,8,213,1252658,4,10841,,,,,,,
3,2,1,3,212,1252677,3,10860,,,,,,,
3,2,0,24,213,1252684,4,10867,,,,,,,
3,2,0,9,213,1252685,4,10868,,,,,,,
3,2,0,14,213,1252687,4,10870,,,,,,,
3,2,0,21,213,1252691,4,10874,,,,,,,
2,1,0,0,213,1252695,4,10878,,,,,,,
4,2,0,0,213,1252695,4,10878,,,,,,,
3,2,0,6,213,1252704,4,10887,,,,,,,
2,1,1,0,214,1252715,5,10898,,,,,,,
4,2,2,0,214,1252715,5,10898,,,,,,,
3,2,0,10,213,1252719,4,10902,,,,,,,
3,2,0,11,213,1252727,4,10910,,,,,,,
3,2,0,5,213,1252729,4,10912,,,,,,,
3,2,0,17,213,1252738,4,10921,,,,,,,
3,2,2,4,214,1252740,5,10923,,,,,,,
3,2,0,15,213,1252744,4,10927,,,,,,,
3,2,0,12,213,1252750,4,10933,,,,,,,
2,1,2,1,213,1252758,4,10941,,,,,,,
3,2,1,2,212,1252764,3,10947,,,,,,,
3,2,0,7,213,1252795,4,10978,,,,,,,
1,1,1,19,213,1252796,4,10979,,,,,,,
1,1,2,19,213,1252798,4,10981,,,,,,,
1,1,1,21,213,1252799,4,10982,,,,,,,
3,2,2,3,214,1252801,5,10984,,,,,,,
3,2,0,3,213,1252817,4,11000,,,,,,,
1,0,2,0,213,1252830,4,11013,,,,,,,
3,2,0,4,213,1252848,4,11031,,,,,,,
1,1,1,24,214,1252849,5,11032,,,,,,,
